Bedrooms,Bathrooms,Price,Areasqft
3,2,235000,14810.4
2,2,369900,11325.6
4,3,799000,958320
3,2,50000,28749.6
4,3,435000,2593
4,3,599900,2128
2,2,229900,21780
4,2,159900,209088
4,2,324000,19602
3,2,215000,60984
3,2,136700,13939.2
3,1,105500,43124.4
4,3,550000,178596
4,3,639900,17859.6
4,3,640000,95832
3,2,65000,1600
3,2,282500,30056.4
3,2,152900,130680
3,1,25000,26136
5,3,450000,435600
3,2,332500,74923.2
4,2,343500,14374.8
3,2,295000,10018.8
3,2,115000,48787.2
4,3,279900,14374.8
4,3,2395000,747925.2
4,2,310000,43560
3,3,399900,219106.8
4,2,219000,87120
4,3,479900,23958
2,2,119900,20037.6
5,4,480000,17859.6
4,2,224900,15681.6
3,2,175000,21780
4,4,250000,108900
2,2,167000,1742
4,2,124900,21344.4
5,4,925000,9583
2,2,139500,1456
3,2,175900,97138.8
5,6,1475000,36590.4
3,2,134900,18730.8
3,2,429900,152460
4,3,729000,19602
4,2,1599000,29620.8
2,1,265000,43560
3,2,312000,904741.2
3,2,165000,14810.4
3,2,150000,65340
5,4,199900,20908.8
3,2,659700,28314
5,2,275000,295772.4
4,2,364900,19166.4
3,2,279900,10890
3,2,204900,43560
5,4,580000,213444
2,2,350000,174240
3,2,49500,1200
3,2,329900,383328
5,3,799900,87120
3,2,279900,34848
4,2,425900,16552.8
3,2,315000,19166.4
3,2,225000,25264.8
2,1,34900,18295.2
3,2,80000,37461.6
3,2,249900,1428
4,2,299900,17859.6
3,1,359000,6970
3,2,208950,82764
5,3,965000,1843894.8
3,2,400000,10454.4
3,2,329900,7841
4,2,297000,11325.6
2,2,483483,6534
4,3,353230,14374.8
4,3,1089000,63597.6
4,3,439900,2612
2,1,117000,87120
4,3,459900,15246
3,2,239900,1494
3,2,385000,39639.6
3,2,1,25700.4
3,3,329900,78408
4,3,340105,10454.4
5,4,355500,18295.2
3,3,200000,17424
3,1,39000,39204
4,3,399000,10890
4,3,920000,653400
4,3,920000,653400
3,1,135000,6970
4,3,969000,130680
4,3,559900,14810.4
4,3,399455,2785
4,4,1095000,130680
3,2,265000,10018.8
3,2,334900,2270
5,2,260000,13068
4,3,477214,2486
4,3,497396,2785
2,2,419000,12632.4
2,2,325000,21780
3,2,215000,30492
3,2,254900,1650
4,3,595000,16117.2
4,2,284900,2037
4,2,375600,2315
5,3,353400,2511
4,3,311900,2108
4,2,296381,2250
4,3,329870,2304
4,2,360599,2682
4,2,391999,2568
5,3,698983,3722
7,4,705287,4088
5,3,720602,4291
4,2,317900,2306
4,2,295364,1791
4,2,264900,1791
4,2,303400,1774
4,2,295364,1787
4,2,295364,1787
5,2,379700,2632
5,2,379700,2632
5,2,381800,2632
4,2,549390,3217
4,2,394900,2815
4,2,395400,2815
3,2,99900,10454.4
4,3,457738,2486
4,2,276884,1915
3,2,429400,2619
3,2,429045,2619
3,2,438400,2619
4,3,485792,2912
3,2,550681,1811
3,2,299900,250905.6
3,3,299900,7841
3,2,380000,1943
4,2,525000,217800
3,2,240240,1355
3,2,223380,1147
2,2,475000,992
4,3,908574,12196.8
4,2,313610,2495
4,2,269830,1852
3,2,259900,1650
4,2,254970,1613
1,1,429900,678
3,2,239900,40075.2
4,2,308400,2174
3,2,379900,435600
3,2,115000,13068
3,2,230000,1089000
3,2,249900,5400
3,3,359900,2178
2,2,319900,1238
2,2,319900,4356
4,3,269900,21344.4
4,2,284900,16552.8
2,2,319900,4356
3,1,152900,95832
3,2,368900,1846
4,2,306900,1497
4,2,274900,1791
4,3,395220,2486
4,3,400706,2486
4,3,430722,2785
4,3,420722,2785
4,2,286349,2047
4,3,355400,2117
4,2,326900,1835
4,2,334900,1948
4,2,297981,2250
4,2,302476,2031
4,2,302476,2031
4,3,381230,2304
4,3,387428,2304
4,3,383428,2304
4,3,383428,2304
3,2,370510,1925
4,2,357230,1815
4,3,325459,2058
4,2,307400,1774
4,2,299900,20037.6
4,3,485900,2855
4,3,483471,3172
3,2,325730,1683
4,3,367730,2108
3,2,355900,2033
4,2,302125,2547
3,2,327810,1566
3,1,55000,16988.4
3,1,65000,13939.2
3,2,198900,1430
1,1,59500,14374.8
3,2,194900,1440
3,2,214900,4356
3,2,185000,9583
2,1,142400,6098
5,4,450000,500940
2,1,65000,11325.6
3,2,375000,22215.6
2,2,230000,1854
3,2,171500,1395
3,2,369900,522720
3,2,299000,30927.6
3,2,270000,1858
4,2,467500,66211.2
3,2,559000,1625
4,3,762900,16988.4
3,4,661068,1507
1,1,249900,420
4,2,311740,10454.4
4,3,573892,13939.2
4,4,459959,3405
4,2,273124,1387
4,2,331800,2175
6,3,609226,4286
4,2,278309,1915
3,2,289900,1641
4,3,399000,4487
3,2,327810,1566
3,2,289900,1814
4,2,398235,2120
4,3,739900,3028
5,3,471882,3076
4,3,477214,2486
5,3,501982,3113
3,3,574900,1616
3,3,574900,1616
3,3,574900,1616
4,1,159900,62290.8
4,2,159900,43560
4,2,260000,21780
4,2,289900,2047
4,2,229900,33976.8
3,2,76500,10018.8
4,3,227500,14810.4
3,2,295000,23958
3,1,97500,1044
3,3,369900,163350
2,1,135000,10890
3,2,300000,7405
3,2,279900,10890
3,2,319000,10890
3,2,221520,5968
4,4,495000,3200
4,3,449900,12196.8
3,2,329900,1648
2,2,186900,1040
4,3,425000,6970
3,2,459900,7405
5,4,624900,7841
3,2,242610,1355
5,4,925000,9583
4,2,377390,1961
4,2,391025,2120
4,2,390035,2120
3,2,135000,13068
5,2,69000,24393.6
3,1,149999,7627
3,2,329900,383328
2,2,225000,7514
3,2,199000,15681.6
3,2,229000,65340
4,2,169000,14374.8
4,3,340000,21780
4,1,165200,1913
3,1,225000,10454.4
4,2,299000,21780
5,3,399000,3323
3,2,275000,25700.4
3,2,449900,1742
4,2,319000,2099
4,3,729000,19602
3,2,650000,1001880
3,2,365000,7841
3,2,219900,871
3,3,369900,2718
3,2,339900,7405
4,2,699900,43560
5,3,333400,2511
4,2,293400,1774
4,2,280400,1497
5,4,2300000,71874
3,2,429000,8276
4,3,625000,35283.6
4,3,797000,1001880
4,3,392659,2751
4,4,449000,2853
5,3,445999,3132
3,2,163500,13939.2
4,2,60000,125888.4
5,2,199900,68389.2
3,2,235000,19602
3,2,175000,12196.8
3,2,200000,15681.6
3,2,235000,19166.4
3,1,164200,14374.8
4,2,301400,1774
3,3,295000,1970
4,2,250270,7871
3,2,344500,15246
4,3,519900,130244.4
3,2,279900,39204
5,3,549000,42253.2
3,2,349900,30492
3,2,299500,1516
4,2,599900,187308
5,5,899900,17424
5,4,1125000,14810.4
4,3,369900,2785
3,2,1215000,11761200
3,2,259900,1650
4,2,269900,1791
4,2,339900,2306
4,2,353000,2306
4,2,362900,2516
4,3,351650,2304
4,3,346900,2304
4,3,346900,2304
4,2,294900,2037
4,2,271525,1787
4,3,394200,2785
4,3,394900,2785
4,3,569900,13068
4,2,300000,2250
4,2,325252,1835
4,3,348650,2304
4,3,352900,2486
4,2,305230,1884
3,2,650000,8276
3,3,899900,15681.6
3,3,209900,43560
4,2,369900,2293
4,2,449900,92782.8
3,2,105000,8442
4,3,249900,261360
4,2,164500,87120
2,1,150000,32670
3,2,299900,7405
5,3,834999,9583
4,3,769900,115869.6
5,4,535000,12196.8
3,2,649700,1034
2,1,139900,10018.8
8,4,674900,14810.4
3,2,179900,609840
3,2,224900,35283.6
4,1,142000,21344.4
4,2,406999,21344.4
3,2,99900,126324
3,2,159900,87120
4,2,165000,11325.6
4,2,455000,16552.8
3,2,800000,1411344
3,1,120000,28749.6
2,2,119900,435600
3,2,268270,4356
4,2,765000,1228392
3,2,380000,10890
4,3,285000,4792
5,1,3600000,50311800
3,2,400000,871200
3,2,59000,15681.6
4,2,274000,13068
4,4,985000,65340
4,2,339000,21780
3,1,135000,43560
7,4,705287,63162
3,1,82500,43560
3,1,57500,32234.4
3,2,162500,43560
3,2,279900,20037.6
3,2,99000,23522.4
2,1,145000,37461.6
2,1,130000,165528
3,1,94900,6098
3,2,220000,43560
2,1,279000,78408
3,1,179000,412077.6
4,2,375000,326700
3,2,249900,1565
3,2,187000,1742
2,2,299000,9148
4,2,389900,7841
4,3,399900,2342
2,2,273900,1843
5,3,769000,5433
4,2,306900,16117.2
3,2,269500,1479
5,3,413000,9583
3,2,279900,10890
4,3,894980,16117.2
3,2,270000,1615
5,3,1232000,234352.8
4,3,899000,42253.2
1,6,1790000,4268
4,2,319990,1815
4,3,349990,2117
4,3,349990,2117
2,2,319900,1344
4,2,323990,1815
4,2,322490,1815
4,2,407065,1954
3,2,327810,1566
3,2,327810,1566
5,3,471882,3113
5,5,2300000,3298
5,3,501982,3113
4,2,325000,9272
4,3,549950,13068
5,4,575000,21780
5,2,98000,19166.4
5,3,389000,20473.2
3,2,18900,7710
3,2,365000,15681.6
4,2,539900,3039
3,2,379900,108900
2,2,225000,1228
3,2,149999,17859.6
3,2,248000,4792
3,1,135000,13503.6
3,2,160000,65340
4,4,858900,298386
3,3,899900,15681.6
5,3,649900,2990
4,3,489000,26136
5,5,595000,21780
3,2,169900,10890
3,3,209900,43560
4,4,648000,51400.8
3,4,616000,470448
4,2,449900,92782.8
3,2,105000,8442
4,3,249900,261360
4,3,339000,16552.8
4,3,725000,13068
2,1,150000,32670
2,1,139900,10018.8
4,3,769900,115869.6
3,2,116000,65340
4,3,474900,2908
3,2,385000,7405
3,2,299900,7405
3,3,649900,7841
3,2,179900,609840
4,1,142000,21344.4
4,3,320000,141134.4
4,2,369000,14374.8
2,2,147000,997
4,3,379000,2700
4,3,539905,2539
4,1,49900,7405
6,4,897000,225640.8
6,4,409900,74487.6
2,1,30000,19602
6,5,1299900,36154.8
5,4,1100000,17859.6
4,3,550000,23086.8
3,2,229900,1319
3,2,440000,960062.4
3,2,495000,1377367.2
2,1,70000,43560
2,2,199900,165528
7,4,960000,28314
4,2,395000,15681.6
5,4,899900,14374.8
5,4,518000,18730.8
3,2,689000,56628
3,1,69900,15681.6
3,2,177900,156816
3,2,339000,31363.2
5,2,374000,35719.2
3,3,350000,2280
4,3,499000,16552.8
3,1,174900,18295.2
2,1,29900,23522.4
3,2,135000,29185.2
4,4,550000,57934.8
3,2,299900,16988.4
2,1,329900,402930
3,2,550000,56192.4
2,1,89900,50529.6
2,2,259000,1011
4,2,569000,129808.8
4,3,350000,17424
4,2,82900,15681.6
4,2,939900,44866.8
3,2,499500,150717.6
4,2,220240,2496
4,3,649900,141570
4,3,750000,30492
3,2,339900,1971
4,3,388063,2322
4,4,477700,11325.6
3,2,260000,1960
4,2,61000,6970
4,3,469000,33541.2
3,1,119900,21780
4,6,1227000,827640
5,4,1200000,3739
6,3,225000,871200
3,2,409900,14810.4
3,2,115000,4792
3,2,260000,14810.4
2,1,64900,46173.6
5,4,399900,4260
5,4,559000,3829
5,4,599900,12196.8
2,2,225000,20473.2
3,2,459000,22215.6
4,3,384900,13503.6
2,1,65000,19166.4
4,2,409900,43560
4,2,288000,21780
3,2,139000,11761.2
5,5,2850000,114562.8
5,3,199000,29185.2
3,2,259000,5227
5,3,869000,1306800
4,3,599000,4117
2,2,299900,247856.4
2,1,59000,56628
3,2,99900,58370.4
4,3,229900,41817.6
3,2,115000,40510.8
3,2,279900,18295.2
2,1,49500,8276
4,2,259900,23086.8
4,2,395000,36590.4
3,2,359900,10018.8
2,2,399000,1522
3,2,549000,10454.4
3,3,273000,1424
3,2,339900,28314
3,2,349900,2270
3,3,329900,1370
3,2,699000,5227
1,1,568000,800
4,3,509900,17859.6
3,2,389999,11761.2
3,2,364799,12196.8
4,3,465299,14374.8
4,2,403699,11325.6
5,4,475099,17859.6
3,2,269900,34412.4
3,2,270000,28749.6
4,3,699900,287496
5,3,1250000,21344.4
5,4,399900,32670
4,2,360000,2546
3,2,199900,8276
3,2,285000,17424
2,1,65000,19166.4
4,2,159900,348480
3,2,174900,14810.4
2,2,400000,1167408
4,4,1249000,553212
3,1,65000,21780
5,3,499900,19602
3,3,199900,246985.2
3,2,149900,454330.8
3,3,339000,9583
4,3,745000,26571.6
3,2,69900,14810.4
3,2,299900,9583
3,2,98000,100188
4,3,474900,19602
4,2,289900,91476
4,3,284900,112820.4
3,3,589900,5227
3,3,424900,85813.2
3,2,199900,13939.2
3,3,225000,12196.8
3,2,149900,27007.2
3,2,589997,38332.8
2,1,79900,40510.8
4,2,325000,1958
4,3,249000,113256
3,3,249900,135036
2,3,153000,104979.6
1,2,124900,90604.8
3,2,344900,21780
4,3,522390,54885.6
3,3,1250000,46609.2
3,2,279900,33976.8
3,2,200000,1954
4,2,99000,14374.8
5,3,145000,14810.4
5,3,530000,16117.2
6,3,269000,95832
3,2,225000,31798.8
3,2,275000,24829.2
3,2,139900,10890
4,2,289900,1961
2,2,140000,8276
6,7,4500000,1562497.2
5,2,574900,3523
4,2,299900,2062
4,2,305000,1752
3,2,180000,10454.4
4,2,145000,20037.6
3,2,259900,14374.8
3,1,65000,7405
4,3,269900,448668
2,2,389900,960
3,1,114000,348480
3,2,179000,16117.2
5,3,389000,20473.2
5,4,575000,21780
5,2,98000,19166.4
3,1,75800,747
4,3,549950,13068
4,2,325000,9272
4,2,180000,20908.8
4,2,539900,3039
3,2,379900,108900
2,2,225000,1228
3,2,149999,17859.6
4,3,224500,228690
3,2,248000,4792
4,4,858900,298386
5,2,589000,18730.8
5,5,595000,21780
5,4,40000,47044.8
4,3,210000,31798.8
3,1,169900,19166.4
3,2,230000,41817.6
3,2,225000,15246
3,2,245000,23086.8
2,1,40000,938
4,2,345000,23958
3,2,204900,11325.6
2,1,259000,19602
3,1,100000,8085
2,2,369900,11325.6
3,3,375000,18730.8
3,2,219900,7305
3,2,209900,1452
3,2,299900,10890
2,2,135500,1050
3,2,345000,1307
3,2,262645,1740
3,1,274000,1981
4,2,371131,2250
2,2,249000,1236
5,4,483850,13068
3,3,795000,1531
4,2,286349,2047
4,2,286349,2047
4,3,383880,2104
2,2,899000,1368
4,3,457738,2486
4,3,512568,2785
4,2,337270,1954
4,2,295364,1787
4,2,344160,2022
3,2,351430,1696
3,2,368050,1765
3,2,301600,1656
3,2,322900,1848
3,2,316975,1771
4,2,278309,1915
4,3,433700,2332
4,3,450000,60984
3,2,195000,10454.4
3,1,144500,12632.4
2,1,129000,10018.8
5,3,71299,25264.8
3,2,265000,8712
3,2,249000,8146
3,2,169900,30492
3,2,439900,2451
3,2,169990,12632.4
3,2,35000,7405
4,2,295364,1787
3,2,369000,36154.8
3,2,210000,13068
3,2,254900,20908.8
4,2,249900,296643.6
4,2,399000,77536.8
3,2,250000,8500
5,4,486850,13068
3,1,120000,9296
3,2,750000,5227
2,1,85000,23958
3,2,337938,7841
6,3,570000,33105.6
4,2,247000,54450
3,2,155000,11761.2
3,1,63000,16552.8
4,2,289900,10018.8
4,3,494900,23086.8
4,3,539900,2845
3,2,135000,18295.2
3,2,129000,25700.4
4,4,350000,225640.8
4,3,425000,16552.8
4,5,1690000,6000
5,3,499900,77101.2
3,1,50000,44431.2
3,3,331900,222156
5,3,399900,9148
3,2,195000,15246
3,1,144900,1027
3,1,179900,160736.4
3,1,119900,9143
3,2,79900,5171
4,2,305000,19166.4
3,2,119900,6534
4,2,275000,25264.8
3,2,157900,20037.6
3,1,175000,43560
4,2,289900,10454.4
3,1,140000,11761.2
4,3,389900,23086.8
3,2,299000,16988.4
3,1,229900,9583
2,1,35000,9549
4,3,350000,34848
4,3,479900,23958
4,2,395900,51400.8
3,1,89500,13068
3,2,899000,15681.6
4,3,359900,18730.8
2,1,59900,10018.8
5,3,879900,348480
3,2,347900,15246
2,2,289900,1486
2,2,775000,1602
3,2,274850,5227
4,3,569000,12632.4
3,2,785000,1392
4,2,277150,1820
4,3,474900,2536
3,2,429900,11761.2
3,2,429900,10890
4,3,484900,7252
4,3,849900,13939.2
3,2,199999,43560
4,2,174900,21344.4
3,2,159900,152460
2,2,237000,50529.6
3,2,140000,77101.2
5,4,479900,350222.4
4,4,394000,17859.6
2,2,198000,6543
2,1,115000,2614
3,3,229900,14374.8
5,4,1595000,43560
4,2,279900,32670
2,1,55000,1357
4,3,249900,15246
3,2,225000,8712
4,3,517000,16552.8
4,4,235000,1877
2,1,125000,1219
2,2,189900,950
4,2,965000,853776
3,2,220000,1300
3,3,1250000,46609.2
3,2,150000,240
4,3,749500,5220
4,3,449900,9148
3,2,324900,7841
4,4,934900,28314
2,1,299000,1025
3,2,277850,6098
4,2,349900,13068
3,3,1079000,2102
3,2,268270,4356
3,3,999000,30927.6
3,2,221120,4356
4,3,484900,9148
3,2,245570,4356
4,2,474900,2432
4,3,484900,2497
3,2,327810,7841
4,4,985000,65340
3,2,189000,540
3,1,135000,43560
3,2,285000,81457.2
3,2,59000,15681.6
5,1,3600000,50311800
3,2,400000,871200
4,2,339000,21780
5,4,339900,3500
4,2,338000,31363.2
5,3,825000,455637.6
7,4,705287,63162
3,2,175000,114127.2
3,2,169900,489178.8
4,2,950000,6141960
4,2,125000,15246
3,2,899900,130680
3,2,207000,4356
3,3,469900,22215.6
3,2,219900,43560
4,2,390000,20037.6
3,2,224900,1308
2,2,649000,871200
3,2,145000,174240
2,2,224900,5112
3,2,210000,24829.2
2,1,79900,1250
4,5,849900,61855.2
4,3,285000,3000
2,2,489900,216928.8
3,1,169900,43560
5,5,6000000,80586
3,2,364900,2359
3,2,185000,20037.6
5,4,569000,41382
3,2,128000,7492
3,3,355000,15246
3,2,174900,26136
3,2,199900,1723
3,2,190000,14374.8
2,1,119900,10018.8
4,2,299900,1846
3,1,131000,7405
2,1,109200,7405
3,2,309900,1796
3,2,200000,24393.6
3,1,119000,10454.4
4,3,399455,2785
4,3,349900,2785
4,2,339900,2306
4,2,284595,1791
4,3,324900,2304
4,3,324900,2304
4,2,294900,2037
3,2,264900,1650
3,2,257900,1650
3,2,269900,1650
4,2,284900,2037
4,2,264900,1791
3,2,254900,1650
4,2,279900,1791
4,2,362900,2516
5,2,320000,55321.2
3,2,254985,21780
4,2,264900,1791
4,2,279900,1791
4,3,365400,2495
4,2,264900,1791
4,3,337900,2486
4,3,381900,2785
4,2,302117,2547
5,3,467382,3076
5,3,471882,3113
4,2,289000,130680
3,2,199900,13939.2
2,1,129000,28314
3,2,164900,101494.8
3,2,215000,1216
3,2,235000,13939.2
5,3,255000,32670
3,1,110000,8211
4,2,155000,6098
4,2,219900,19166.4
3,2,169900,43560
4,3,1,5500
4,2,179900,43560
3,2,349900,100188
3,2,1750000,3571920
4,3,320000,13503.6
2,1,175000,8712
4,4,1399000,30492
5,2,315395,2618
3,2,81900,1200
5,3,320395,2511
7,7,3900000,79279.2
4,2,997500,20037.6
3,2,350000,22215.6
2,2,189500,1010
3,2,285057,1620
4,2,298400,1846
5,3,975000,11325.6
4,3,360750,2117
3,2,649000,1742
2,2,572000,1042
4,2,629000,1804
4,3,359900,2496
4,3,599000,4117
2,1,66500,7841
3,2,339000,1837
2,1,59000,56628
2,2,299900,247856.4
2,2,129000,64468.8
4,2,379000,21780
3,2,159900,22215.6
4,3,319000,15246
2,2,110000,14810.4
3,1,30000,4792
4,3,349900,784080
3,2,99900,11761.2
6,2,624900,20908.8
5,1,399000,344124
3,1,334900,156816
2,1,64900,19166.4
3,2,267000,23522.4
3,1,245000,14810.4
2,2,325000,227383.2
3,2,246700,15246
4,2,300000,69696
3,2,145000,15246
3,2,475000,15246
6,3,385000,25700.4
3,2,99900,9148
2,2,498000,2275
3,2,339900,2302
3,1,154900,1425
3,2,319900,14810.4
3,2,299000,43124.4
4,2,270250,7841
4,2,245000,11761.2
1,1,169900,474804
3,3,339000,27442.8
3,2,226900,20037.6
3,2,111000,19602
4,2,65900,1563
2,1,29700,12196.8
3,2,235000,43560
4,3,775000,50094
2,1,144900,17859.6
3,1,100000,6970
2,1,229900,60112.8
3,1,120000,1131
4,3,375000,158558.4
3,1,124134,8555
3,2,339000,26136
2,1,44900,7405
2,1,124900,14810.4
3,2,235000,6970
4,3,199000,5900
4,1,179000,15246
4,4,799750,19602
5,3,499000,44866.8
5,3,420000,6098
4,3,550000,20037.6
4,3,341857,9300
4,3,429900,11325.6
4,3,420900,11761.2
4,3,457122,2304
3,1,99990,352836
5,4,2950000,78408
4,2,399000,64904.4
4,2,220000,20473.2
4,2,60000,125888.4
5,2,339000,27007.2
4,3,669900,25264.8
3,2,74000,14374.8
4,3,351252,2265
3,2,259900,1583
3,2,279000,1419
5,3,449900,39639.6
2,1,10000,33105.6
4,3,399000,217800
3,3,925000,2484
3,2,274950,10890
3,2,225000,15246
4,2,265000,27878.4
4,3,406620,3000
4,2,220000,17859.6
5,4,1795000,33541.2
4,3,429900,9148
2,1,69900,87120
5,4,420000,8712
3,2,485000,166834.8
3,2,325000,10454.4
4,3,360000,3374
3,2,249000,4356
5,4,799000,143748
4,2,74900,13068
4,2,209900,19166.4
3,2,88500,79279.2
4,2,389900,10890
3,2,299900,2283
5,4,950000,17424
4,3,400000,47480.4
4,2,385333,13068
4,2,429900,256568.4
3,2,17000,41382
5,4,4500000,217800
6,5,1475000,1568160
3,2,115900,43560
4,3,279850,10018.8
3,2,169000,10454.4
2,2,160000,230868
4,3,299850,5053
3,2,219900,26136
3,1,144000,20037.6
5,4,599000,435600
3,1,169900,46173.6
3,1,30000,8276
3,1,100000,10890
3,1,79900,15246
4,2,275000,31798.8
3,1,164900,32234.4
5,4,472500,14810.4
4,2,249900,18730.8
5,2,370000,2708
4,2,485000,15681.6
3,2,279900,6098
3,3,349000,16552.8
3,2,224900,12196.8
4,2,839900,23522.4
4,3,289850,6534
4,3,289850,5227
5,6,1250000,54885.6
5,3,449900,11761.2
3,2,345000,6875
3,1,249900,1655280
3,2,337938,7841
4,3,497396,2785
4,3,497396,2785
3,2,30000,13503.6
3,2,175000,49222.8
4,2,78000,13068
5,3,275000,217800
3,1,135000,16552.8
3,2,196900,13068
3,1,115000,10454.4
4,2,210000,10454.4
4,2,210000,10454.4
3,2,259900,11325.6
3,1,109900,9583
3,2,259900,21344.4
4,2,170000,19602
3,2,210000,1332
3,2,234000,29620.8
3,2,299900,11761.2
4,2,225000,21344.4
3,3,270000,21780
3,2,249000,18730.8
4,3,396900,40510.8
4,3,410000,21780
2,1,359000,872506.8
4,2,319000,6970
5,3,353250,2511
3,2,379900,1881
3,2,369900,21780
2,1,1,6250
4,2,319900,2117
3,2,246180,5663
4,4,799900,94089.6
3,2,219530,5663
3,2,221290,5663
4,3,1215000,130680
6,3,420000,13503.6
3,2,379220,10890
3,2,260000,8276
3,3,1265000,2102
4,2,263510,7841
4,3,457122,2304
3,2,359900,12196.8
4,2,349900,11325.6
3,2,265000,14810.4
2,2,435000,164221.2
2,1,80000,13068
3,1,79900,7841
4,3,477214,2486
2,2,129500,112384.8
5,2,296395,2618
4,2,394675,2250
2,2,199900,27007.2
3,2,225100,5663
2,2,385000,1287
3,2,279900,2175
8,4,674900,14810.4
4,2,289900,1774
2,1,119900,39204
3,1,129900,7841
3,1,120000,29185.2
2,1,83500,12632.4
5,3,235000,21780
2,2,340000,735
3,1,65000,6098
3,1,115135,11325.6
4,2,199900,43560
4,2,367900,2117
4,2,339900,2117
3,1,69900,7405
3,3,1415000,1770
3,2,284250,9148
4,2,274000,13068
4,2,290000,13939.2
4,3,146000,2382
2,2,124900,23958
4,2,261400,5663
3,2,279000,27878.4
3,2,195000,11761.2
4,2,237200,6534
4,2,341885,2191
2,2,909999,34848
4,3,408368,2495
3,3,275000,29620.8
5,4,1300000,6416
3,2,228745,6098
3,3,349000,27007.2
3,2,287620,6098
3,3,639000,2988
4,2,263400,5663
3,2,150000,29620.8
4,2,354500,2350
4,2,258400,5663
3,1,229000,16988.4
2,2,309902,1237
2,2,339362,1237
4,2,326900,8276
3,2,360720,1237
3,2,276260,5663
4,3,359900,15246
4,3,639900,2775
4,3,535000,10454.4
2,1,45000,1621
5,3,484900,27878.4
3,1,150000,1272
4,2,270250,7841
3,3,328685,10018.8
3,2,239900,1615
3,2,279500,27878.4
4,2,274900,19602
7,7,2800000,5169
4,2,285000,87120
4,2,105000,149410.8
2,2,129000,64468.8
5,4,519900,6534
2,2,129000,64468.8
3,2,349900,60984
3,2,69900,26136
5,3,459900,101059.2
2,2,379000,1940
3,2,135000,23522.4
3,2,129000,45738
5,3,459900,101059.2
3,2,85000,9148
4,3,449000,17424
3,1,159000,10890
4,3,548500,8712
3,2,217500,19602
2,1,137147,47916
4,2,379900,18295.2
2,2,565000,1236
3,2,259900,1980
3,2,334000,27007.2
3,1,109900,850
4,2,199950,19602
3,2,225000,1504
4,2,124900,14810.4
4,2,249900,1387
3,2,329900,32670
2,2,150000,17424
5,3,529900,25264.8
3,2,63500,40075.2
4,2,237900,15246
3,2,135000,37461.6
1,1,345000,994
4,2,265900,1497
2,1,169000,43560
3,2,375000,1945
3,2,175000,11761.2
2,2,575000,18295.2
3,2,199900,1723
3,1,40000,10454.4
2,1,215900,56628
3,2,260000,11325.6
4,2,569900,27442.8
3,2,129500,39204
4,2,544900,2815
2,1,69000,7135
4,3,477555,2377
4,3,699900,287496
5,4,929000,32670
3,2,625000,8276
3,2,262640,56628
2,2,125000,43560
3,1,109900,19166.4
3,1,124500,14374.8
3,2,129900,25700.4
3,1,49500,20037.6
3,2,85000,11761.2
3,2,242980,5663
2,1,132900,15246
3,2,235000,40075.2
3,2,244000,6970
4,2,279900,435600
7,4,374900,37461.6
3,1,115000,18730.8
3,1,165000,28314
4,2,209900,16117.2
2,2,165000,1400
4,2,210000,26136
5,4,399900,4260
4,3,559000,240451.2
4,3,340000,13068
2,2,435000,1216
2,1,134900,1056
2,1,289900,1224
4,2,499900,65340
3,2,341900,8712
3,2,799900,86684.4
4,2,344500,10890
4,2,345000,14374.8
3,2,334900,8276
3,3,715000,2200
3,2,267903,21780
3,2,419000,108900
3,2,419000,108900
4,2,286110,21780
3,2,449900,1692
2,2,599000,1236
4,2,1250000,21344.4
4,2,260000,1837
3,2,231540,4356
3,2,245000,8712
3,2,237360,4356
3,2,290000,16117.2
3,2,239000,13068
4,3,239000,21780
2,2,199900,1384
3,2,115000,127630.8
3,3,199000,435600
4,2,429000,29620.8
3,1,115000,10890
3,2,239000,1527
3,2,185000,1195
4,2,424850,20037.6
5,4,649000,34412.4
5,3,174900,827640
3,2,235000,74052
3,2,248900,10018.8
4,3,395000,217800
3,2,224900,36154.8
3,2,130900,1412
3,2,194900,21780
3,2,179900,871
1,1,395000,436
4,4,724900,23522.4
3,2,1075000,31798.8
3,1,94900,16988.4
3,2,259900,1497
2,2,325000,1239
4,3,325000,44431.2
3,1,84900,7405
4,2,290750,2037
4,2,269900,1791
3,2,259900,1650
4,2,269900,1791
3,2,259900,1650
3,2,325000,15246
4,2,272808,1791
3,2,170000,18730.8
2,2,179000,579348
3,2,169000,18730.8
2,2,170000,94089.6
3,1,60000,19602
2,1,139900,22215.6
3,2,264600,6534
3,2,299900,8712
2,1,149900,27007.2
3,2,224900,1308
2,1,59900,7405
3,1,71000,6534
5,3,409900,11761.2
4,2,294900,1774
3,2,364000,18295.2
4,2,329900,1774
5,4,535000,12196.8
4,3,483000,8712
3,2,329000,20908.8
3,2,259400,1343
4,2,345900,9583
4,2,279280,1791
4,4,3900000,4756
5,3,341900,2511
4,3,390900,2785
5,4,1750000,2555
4,2,369900,2572
3,2,352300,1887
4,2,359230,1815
3,2,371880,2033
4,3,374900,2273
3,2,179900,21780
3,2,574000,3136320
4,3,399899,2667
4,3,457738,2486
2,2,789900,21780
5,3,445999,3132
4,2,441250,2306
4,2,286395,1774
4,2,299900,1774
4,4,524900,39204
5,2,342400,2618
3,2,337680,2033
4,3,284900,1964
6,3,412396,3144
4,2,359900,2572
4,3,356460,2117
3,3,375000,2718
3,3,374900,2718
4,3,389990,2907
3,2,153900,43560
