Bedrooms,Bathrooms,Price,Areasqft
3,3,769000,4871
4,3,349990,2117
4,2,353000,2306
3,1,75000,39204
4,2,362900,2516
4,3,374900,2661
4,2,362900,2516
4,2,353000,2306
4,3,344990,2117
4,2,328725,2180
3,2,269848,39204
4,3,336860,2108
3,3,309118,2326
4,2,286395,1774
3,2,299900,1740
4,2,357432,2572
4,3,339035,2108
5,4,699900,8276
5,3,325000,14374.8
3,1,99900,103237.2
2,2,55000,30492
3,2,265000,8276
2,2,139999,1066
5,3,279900,24393.6
3,2,299000,43995.6
1,1,89900,720
3,2,210000,36590.4
3,2,298000,1618
3,2,264900,7405
5,3,495000,15246
4,3,252000,14810.4
3,2,235000,7405
3,2,98000,100188
3,2,296900,6098
3,2,255000,21344.4
4,2,572500,10454.4
3,2,236000,21780
4,3,499000,16552.8
3,2,490000,1260
4,2,339100,1774
2,2,340000,2614
4,3,775000,87991.2
4,3,555228,2526
4,2,293975,2018
3,2,250000,21780
3,2,119900,1842
2,1,42500,15681.6
3,1,145000,45738
2,1,275000,43560
4,2,115000,16117.2
3,2,189900,10454.4
3,2,134000,8756
5,4,619900,27878.4
3,2,284900,9148
3,2,179900,1196
3,2,220000,1782
5,3,459900,29620.8
4,3,459000,23958
2,2,216000,436
3,2,331704,2035
3,2,268500,1926
3,2,399900,228690
1,1,214900,555
5,4,1089689,4350
4,3,666303,12196.8
3,2,149900,27007.2
3,2,225000,17424
2,2,215000,74052
3,1,95000,16988.4
2,1,129900,43560
3,2,95500,1014
2,1,139900,9148
2,1,49900,6098
2,1,35000,3485
3,2,119900,216057.6
4,2,274900,14810.4
3,2,275000,20037.6
4,2,229700,2138
4,2,290000,18730.8
2,1,259900,19166.4
3,2,319900,7841
4,4,569000,16552.8
3,2,259000,10018.8
4,2,210000,10454.4
4,2,325000,9272
2,2,480000,871
5,5,790000,16117.2
3,2,307000,2215
4,2,318900,1815
5,3,672124,3942
2,2,79900,10454.4
4,2,599900,187308
4,3,584900,3490
4,2,348000,12632.4
3,2,234900,44431.2
2,2,159900,34848
4,3,381900,2785
3,2,269900,47916
4,3,619900,3710
4,4,599900,3580
4,3,869999,3248
4,3,904999,3149
3,3,775000,1321
4,2,499900,2784
4,3,590900,3490
3,2,249900,4356
4,2,292500,13068
4,2,700000,37026
4,2,143000,12632.4
3,2,275000,27007.2
3,1,154900,82764
2,2,209000,130680
5,4,698999,3489
3,2,50000,1492
3,1,85000,13068
3,1,149900,67953.6
3,2,298500,10454.4
5,3,729999,3722
4,4,543900,3220
4,3,548900,3270
4,2,234900,1425
3,2,199010,1143
6,3,759999,4286
3,3,94900,6970
3,2,159900,15246
4,3,834999,3015
3,1,124900,74923.2
4,3,370000,11325.6
4,3,379900,166834.8
4,2,190000,1445
3,1,129000,46173.6
3,2,69900,9583
3,1,169900,43560
4,2,269000,2246
4,2,164999,8276
3,1,68000,5663
3,1,164900,78408
3,2,235000,14810.4
4,3,204900,2245
3,3,825000,24393.6
3,2,299900,9583
2,2,119900,2349
4,2,303300,1774
5,2,315395,2618
4,2,351099,2047
5,3,518900,2511
4,2,544190,3217
4,2,334900,6970
4,2,478000,13068
4,3,509000,13068
4,2,305900,2091
4,2,305900,2091
4,3,356460,2117
4,3,343900,2304
4,3,324900,2304
4,3,334900,2304
4,2,295364,1787
4,3,366900,2785
3,2,275095,1497
4,2,330660,1964
3,2,455000,13068
3,1,129900,43560
2,1,64900,24829.2
3,2,269900,6534
2,2,119900,19166.4
4,2,295000,270072
3,2,199000,209088
3,2,249900,16988.4
2,2,209900,110642.4
4,2,425000,50094
3,2,279900,65340
3,2,129900,3237
4,3,379500,23086.8
3,2,299329,6125
3,1,154900,9148
4,2,299900,148104
3,2,289000,20908.8
3,2,169900,8712
3,2,290000,9114
3,2,389900,6098
4,2,285000,14810.4
3,2,515000,2178000
4,2,209900,1623
3,2,259900,20037.6
4,3,445000,6534
3,2,299900,21780
3,2,244900,1536
3,2,350625,8100
4,3,750000,2599
4,2,299850,7405
4,2,325000,15681.6
4,3,489000,13068
4,3,395625,8712
4,3,480000,29620.8
3,2,469900,1610
3,2,399000,13068
4,2,550000,1607364
3,2,420000,13068
2,1,385000,520
4,2,321180,1835
3,2,425000,13068
4,2,328182,1835
3,2,79900,94525.2
3,1,175000,20473.2
4,2,340000,479160
2,1,70000,1020
3,2,145000,18730.8
3,2,277563,42253.2
3,2,129900,14810.4
4,2,65000,10018.8
3,2,225000,10454.4
3,1,129900,1730
3,2,176000,14374.8
3,2,210000,10890
4,2,292000,17859.6
3,1,180000,17424
3,2,269999,85813.2
5,3,449000,87120
3,2,224900,9148
6,5,1100000,29185.2
5,4,505000,12632.4
3,2,445095,2040
4,3,750000,56628
4,2,499900,16988.4
5,4,1575000,34848
3,2,369000,7841
3,2,269000,10454.4
3,2,303445,10890
3,2,317640,436
5,3,739900,29620.8
4,2,284900,1791
3,2,214900,6534
3,2,316725,8100
2,3,1110000,1549
2,2,589900,2022
5,3,359900,82764
4,3,454000,44866.8
4,3,389900,2584
4,3,310000,8276
3,1,99000,14810.4
5,5,1150000,37461.6
3,3,729000,1518
4,3,349115,2377
1,1,349900,123274.8
3,2,689000,56628
4,3,449000,14810.4
3,2,274900,10890
4,3,383230,2104
3,2,149000,30492
4,3,494900,2885
3,2,459000,717868.8
4,2,269900,21344.4
3,2,137000,12196.8
4,2,164500,87120
4,2,189000,7841
3,2,415000,1772
3,2,180000,10454.4
4,2,249900,1387
3,2,309790,2231
5,1,399000,344124
5,4,799000,125888.4
7,4,799900,37026
4,2,137500,15681.6
3,2,164999,1233
4,2,275000,10890
5,2,485000,8276
3,2,785000,1376
4,2,375000,37461.6
3,2,374900,4356
3,1,119900,15246
